"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"209074_s_at",-3.37179857065763,8.99517867345794,-24.0140161015567,3.23063495925355e-45,7.19882387970469e-41,92.4400697813283,"Downregulated"
"209555_s_at",-2.41698373264813,8.26109862261682,-22.4232931968746,1.58849549762044e-42,1.76982225867381e-38,86.3263105582354,"Downregulated"
"204396_s_at",-2.38807178627269,8.67718884225234,-22.1928815869017,3.99225282542438e-42,2.96531232363105e-38,85.416171848645,"Downregulated"
"206209_s_at",-2.55350849621428,8.08208037337383,-22.0031116376778,8.56774637956685e-42,4.77287731439721e-38,84.6617955791039,"Downregulated"
"204271_s_at",-2.22749191157635,8.7836255275514,-21.9420246998206,1.09651111476061e-41,4.88671143404212e-38,84.4180397533758,"Downregulated"
"204677_at",-2.61957336314813,8.00420388171963,-21.8236031108179,1.77119293319137e-41,6.57791535505055e-38,83.9442168695741,"Downregulated"
"210081_at",-4.41746953099296,9.48229621814019,-21.4864384363448,7.00048432640452e-41,2.22845417493246e-37,82.5858433255391,"Downregulated"
"32625_at",-1.18215100351619,7.53375627257944,-21.421228317081,9.14621159088975e-41,2.54756291099745e-37,82.3215227607971,"Downregulated"
"206702_at",-2.46645478325158,8.46804697311215,-21.3574620124647,1.18849214341667e-40,2.5871378076554e-37,82.0625504064361,"Downregulated"
"219719_at",-1.36397313661084,8.57418329919626,-21.3514421207914,1.21827773105852e-40,2.5871378076554e-37,82.0380762022489,"Downregulated"
"205200_at",-3.4118534980584,8.90118764742991,-21.3399695531653,1.2771402362433e-40,2.5871378076554e-37,81.9914215154943,"Downregulated"
"204931_at",-2.53009790955735,7.35600441296262,-21.1418298667391,2.8922407325504e-40,5.37065002028504e-37,81.1831048807401,"Downregulated"
"219213_at",-1.55913243015763,8.58306221443925,-21.0714013452049,3.8717745679267e-40,6.21895414082406e-37,80.8946227226978,"Downregulated"
"217046_s_at",-3.03768888583216,7.8582212571028,-21.0692010767405,3.9072547669316e-40,6.21895414082406e-37,80.8856003236022,"Downregulated"
"209875_s_at",4.36441512427304,9.69923956271028,20.9993700546069,5.22079560251313e-40,7.75566589405335e-37,80.5989404595395,"Upregulated"
"204273_at",-3.16126027764426,6.83445309162617,-20.8948979853734,8.06336783519561e-40,1.1229751591979e-36,80.168948049166,"Downregulated"
"208982_at",-1.81391374177058,10.6673127988037,-20.7577463725739,1.4296127621947e-39,1.8738859517638e-36,79.6023905882804,"Downregulated"
"213103_at",-1.21981976711928,8.18895597621495,-20.738385513752,1.55026503873161e-39,1.91914199211425e-36,79.522224283881,"Downregulated"
"209470_s_at",-2.83583721829521,7.34324780812149,-20.6959253662378,1.85201589025629e-39,2.17202474118847e-36,79.3462483449584,"Downregulated"
"208981_at",-1.68890249667136,10.1527935483178,-20.6039872256386,2.72404762746335e-39,3.03499766413829e-36,78.9644387974902,"Downregulated"
"219597_s_at",-2.17652347704116,7.60833419566355,-20.4358254519649,5.53186002714036e-39,5.86983033260803e-36,78.2633403099217,"Downregulated"
"202112_at",-2.25847350861717,10.6017199527103,-20.3696029149857,7.318790081536e-39,7.41293633576666e-36,77.9862710940986,"Downregulated"
"201540_at",-2.55504116710626,10.7720158038879,-20.2361931603,1.28841513672986e-38,1.24825019529354e-35,77.4264192127304,"Downregulated"
"207547_s_at",-1.89638636763898,8.10862416999065,-20.2157211599712,1.40549801234957e-38,1.25082382426423e-35,77.3403100748831,"Downregulated"
"203980_at",-3.83854131283955,8.89436546376636,-20.2110919060111,1.43342548808679e-38,1.25082382426423e-35,77.3208312115898,"Downregulated"
"209614_at",-1.55150138764497,6.97818220730841,-20.206855523849,1.45947221787326e-38,1.25082382426423e-35,77.3030030924253,"Downregulated"
"205935_at",-2.22805788298065,8.32356754425234,-20.0687689796261,2.62809281067014e-38,2.16895526296899e-35,76.7206458852259,"Downregulated"
"205357_s_at",-1.69910265594124,7.35429694220561,-19.9987125089286,3.54509721925411e-38,2.8212643334514e-35,76.424270940709,"Downregulated"
"206481_s_at",-2.2117825543406,9.16925082266355,-19.9821607456855,3.80520334773685e-38,2.91030522927964e-35,76.3541575492932,"Downregulated"
"206742_at",-2.55490155608796,8.98701687421495,-19.9753225347826,3.91819579403084e-38,2.91030522927964e-35,76.3251806878001,"Downregulated"
"204719_at",-2.95990968806755,7.83955245192523,-19.9447755213209,4.4656633509654e-38,3.20994762740523e-35,76.1956654807025,"Downregulated"
"210299_s_at",-2.68417512565693,7.89053779552336,-19.928644647005,4.7852028296866e-38,3.33214608293458e-35,76.1272249413679,"Downregulated"
"206701_x_at",-2.29893179844616,7.82647898683178,-19.861905856732,6.37130730014015e-38,4.30217698694009e-35,75.8437122222399,"Downregulated"
"214505_s_at",-1.88907486206861,8.7088632091028,-19.6526171900108,1.56917396092559e-37,1.02840892268544e-34,74.9509563923271,"Downregulated"
"206283_s_at",-1.29273068848065,6.45090858492523,-19.6053323419412,1.92503174535595e-37,1.22558521090762e-34,74.7484811226487,"Downregulated"
"205779_at",-1.76885403218262,8.28092942399065,-19.3675728271755,5.40275047412827e-37,3.34415246708334e-34,73.7260523005328,"Downregulated"
"220027_s_at",-1.5948044447843,8.95697209902804,-19.3270991930978,6.44485989836297e-37,3.88137332743843e-34,73.5512834640575,"Downregulated"
"206069_s_at",-1.51304482928395,7.06457587505608,-19.2049716288094,1.09871968490056e-36,6.44283440490503e-34,73.0226507125515,"Downregulated"
"204731_at",-2.42220168031984,8.36735144693458,-19.1846448449584,1.2009508975532e-36,6.86174073081487e-34,72.934479586415,"Downregulated"
"206488_s_at",-2.56711535417382,7.57859119154206,-19.0277190183896,2.39099019853869e-36,1.32075855380905e-33,72.2519957741086,"Downregulated"
"204482_at",-1.88827772944581,9.20338721933645,-19.0237863230684,2.43270573249881e-36,1.32075855380905e-33,72.23485141855,"Downregulated"
"205952_at",-2.04944326425545,7.85916657570093,-19.0185466766264,2.48942508908047e-36,1.32075855380905e-33,72.212006389742,"Downregulated"
"213451_x_at",-1.69411374958093,9.6217209533271,-19.0028414115342,2.66753655171607e-36,1.38234225539277e-33,72.1435097296715,"Downregulated"
"215454_x_at",-3.98982156871534,8.78325574483178,-18.9401492323097,3.51595828974146e-36,1.7805931493252e-33,71.8697684261695,"Downregulated"
"216333_x_at",-1.65222290862421,9.56956226775701,-18.928474696783,3.70170186190971e-36,1.83300050197631e-33,71.8187363565426,"Downregulated"
"206208_at",-2.00928437987403,6.63900695658879,-18.8925070235575,4.33839863699482e-36,2.1015768875686e-33,71.6614028973123,"Downregulated"
"206068_s_at",-1.73772780175686,6.78306473764486,-18.8794433434866,4.59602162214121e-36,2.17900318736538e-33,71.604217097383,"Downregulated"
"200878_at",-2.08742540826354,11.953380323972,-18.7966579948792,6.62764516654993e-36,3.07674619262984e-33,71.2413150479356,"Downregulated"
"218665_at",-0.931870020957072,8.93067499985981,-18.7266564452225,9.03816033774153e-36,4.11014952665091e-33,70.9337620984972,"Not Significant"
"203065_s_at",-2.67774073700176,10.5754072129813,-18.7060572350626,9.90319234083422e-36,4.41345669861618e-33,70.8431385612888,"Downregulated"
"41644_at",-1.14651536676566,10.3827765751215,-18.6513562414748,1.26269460337696e-35,5.51698506804877e-33,70.6022224647598,"Downregulated"
"203865_s_at",-1.8991925178114,8.26821612824299,-18.5555528750872,1.93422644102182e-35,8.28853226640177e-33,70.1793495057909,"Downregulated"
"209841_s_at",-1.45953624165552,7.80669257509346,-18.5507957989705,1.97568146902078e-35,8.30643588192265e-33,70.1583209831864,"Downregulated"
"219064_at",-1.13896932247572,7.66845427128972,-18.540945440506,2.06438639744979e-35,8.51865223969885e-33,70.1147684382727,"Downregulated"
"213236_at",-1.4903901294064,9.42174955386916,-18.4261294051331,3.44756184812811e-35,1.39676401203343e-32,69.6061925154091,"Downregulated"
"202524_s_at",-2.03189162242646,9.2070232838785,-18.3892363804488,4.06659866350156e-35,1.61814317890724e-32,69.442413086859,"Downregulated"
"204642_at",-1.27744822288212,8.19024606838318,-18.3551150349068,4.73837160216608e-35,1.85167804650336e-32,69.2907810811229,"Downregulated"
"213974_at",-1.9936949073582,6.84047985876636,-18.3513190458618,4.8196978278147e-35,1.85167804650336e-32,69.2739027462692,"Downregulated"
"210298_x_at",-2.36360240651759,8.47389703043925,-18.287407467469,6.42056257590832e-35,2.42490501489771e-32,68.9894485582021,"Downregulated"
"200911_s_at",-1.49805906765236,11.2967382122243,-18.1580238793687,1.14923537517749e-34,4.26806864418001e-32,68.4119748610456,"Downregulated"
"209469_at",-2.32730832933849,6.36763252818692,-18.0810916540207,1.62623654262828e-34,5.94056211137475e-32,68.0675771536828,"Downregulated"
"209170_s_at",-2.22453822527903,7.91219361645794,-17.9719543861602,2.66461521934998e-34,9.57671305367347e-32,67.5776930639055,"Downregulated"
"213316_at",-1.87641163980119,6.51866265204673,-17.9389689434096,3.09441720225807e-34,1.09449045266534e-31,67.4293275947317,"Downregulated"
"209167_at",-2.17365678650528,7.77271748978505,-17.9184247293212,3.39670828604957e-34,1.18263829278191e-31,67.3368503517903,"Downregulated"
"208609_s_at",-1.79103675893279,7.68597469881308,-17.9026371305415,3.64906182469082e-34,1.2509545329167e-31,67.2657472541224,"Downregulated"
"202877_s_at",-1.1802628651031,9.22420711292523,-17.8850413304292,3.95261929344746e-34,1.33448811690742e-31,67.1864624387277,"Downregulated"
"209897_s_at",-1.96687274553413,9.57286258576636,-17.8643474240019,4.34231078989331e-34,1.43434397634857e-31,67.0931665385273,"Downregulated"
"204894_s_at",-1.86863650562632,8.98374679418692,-17.8621062767186,4.38676979533951e-34,1.43434397634857e-31,67.0830592743983,"Downregulated"
"201539_s_at",-2.40134199975686,7.48521481831776,-17.8593790079007,4.44149056985376e-34,1.43434397634857e-31,67.0707587914031,"Downregulated"
"206093_x_at",-1.41175062901548,9.51186562436449,-17.8299184952839,5.07823571889599e-34,1.6165475217737e-31,66.9378250284306,"Downregulated"
"206167_s_at",-1.940184724557,6.98617560125234,-17.8187362690568,5.34330695751433e-34,1.67697054837031e-31,66.8873383669731,"Downregulated"
"221747_at",-1.77745502924877,10.196552879486,-17.7688929778992,6.7048579643835e-34,2.07506041694941e-31,66.6621037026163,"Downregulated"
"220677_s_at",-1.58153842644088,6.41484446175701,-17.7590170819885,7.01355587058277e-34,2.14086391046844e-31,66.6174377422895,"Downregulated"
"204579_at",-1.44925899378395,7.1009250096729,-17.7252620278999,8.18078020854116e-34,2.46340980252598e-31,66.4646775213833,"Downregulated"
"220994_s_at",-1.40548428456861,7.54106095333645,-17.7017791383266,9.10631789993228e-34,2.70554775685588e-31,66.3583174496412,"Downregulated"
"202878_s_at",-1.74853995848452,10.6624978896542,-17.6828338435563,9.92929830310243e-34,2.91124413273726e-31,66.272457260879,"Downregulated"
"203812_at",-0.829753424216748,8.33605527813084,-17.6524517204064,1.14082543127926e-33,3.29621655032711e-31,66.1346682538171,"Not Significant"
"217897_at",-1.46265588558585,8.84487255570093,-17.6499752042469,1.15381632152544e-33,3.29621655032711e-31,66.1234314887267,"Downregulated"
"206030_at",-0.902964783803659,6.76992304437383,-17.6281436196471,1.27497331022875e-33,3.58479764992617e-31,66.0243400805446,"Not Significant"
"212097_at",-2.42030375389374,10.9838802776262,-17.6236321675311,1.30156402033251e-33,3.58479764992617e-31,66.0038553508109,"Downregulated"
"220170_at",-1.19385714455454,7.22522264618692,-17.6233752849144,1.30309477917704e-33,3.58479764992617e-31,66.0026888685854,"Downregulated"
"219091_s_at",-1.17130373337122,7.99450463776636,-17.6155993401054,1.35029876168925e-33,3.66935454960019e-31,65.9673749178117,"Downregulated"
"213247_at",-1.19230937717558,9.4431665821215,-17.5829233877016,1.56821738197005e-33,4.21019131595645e-31,65.8188936349929,"Downregulated"
"219452_at",-1.21743761233146,7.70871375205607,-17.5692281471866,1.66977075476469e-33,4.39192638246364e-31,65.7566206251061,"Downregulated"
"204468_s_at",-1.93103162972695,8.29483749833645,-17.5685028533714,1.67532981425037e-33,4.39192638246364e-31,65.7533219974966,"Downregulated"
"217781_s_at",-0.985763759584799,9.40860907593458,-17.4933415371853,2.36505971059543e-33,6.12797971293e-31,65.4111201979538,"Not Significant"
"202759_s_at",-1.71443538445461,10.7096438071028,-17.4359190041194,3.07930725443047e-33,7.88691994833036e-31,65.14918885328,"Downregulated"
"220765_s_at",-1.62780482243279,8.32889506258878,-17.4159618654917,3.37542472999253e-33,8.54711241572995e-31,65.0580550613741,"Downregulated"
"219440_at",-1.47060968472378,7.26858349456075,-17.3937411790183,3.73897281770637e-33,9.32596673949686e-31,64.9565242584395,"Downregulated"
"219436_s_at",-1.80385018960028,8.01355428673832,-17.3921358715714,3.76671456516051e-33,9.32596673949686e-31,64.9491868128863,"Downregulated"
"203063_at",-0.653798719864531,8.41043410979439,-17.3314332811311,4.98269094754644e-33,1.22010222400195e-30,64.6714866027348,"Not Significant"
"49452_at",-1.05173595742751,7.07038649598131,-17.2032334728952,9.01015628711294e-33,2.18231861462758e-30,64.0834388401756,"Downregulated"
"205866_at",-3.50309888188599,9.58054525283178,-17.1136654196897,1.36461853252192e-32,3.26965535055763e-30,63.6713356168013,"Downregulated"
"205384_at",-1.48807723235221,8.02745004619626,-17.1083368303541,1.39878290176336e-32,3.31585951063754e-30,63.646786162301,"Downregulated"
"214135_at",-3.44641165224665,10.0970032851215,-17.0576474764409,1.77005087617705e-32,4.15179407093193e-30,63.413071373704,"Downregulated"
"40687_at",-0.96038349969458,6.90643821502804,-17.0275981033915,2.03544287476847e-32,4.72455974775685e-30,63.2743657758551,"Not Significant"
"211922_s_at",-1.42192688404257,9.42075256479439,-17.0127536568212,2.18097078622679e-32,5.01016206489604e-30,63.2058020849898,"Downregulated"
"218723_s_at",-2.24336473192399,10.8336918646542,-16.9743411833063,2.60802909262336e-32,5.93007268070677e-30,63.0282506097693,"Downregulated"
"209894_at",-2.59434014675369,7.83540139329907,-16.9354523666098,3.1262265048794e-32,7.03653587961895e-30,62.8483041905603,"Downregulated"
"218820_at",-1.51402576344476,8.6518601043271,-16.919498334096,3.36770582799298e-32,7.50425889651676e-30,62.7744254615243,"Downregulated"
"40560_at",-1.54167924883709,9.31962758488785,-16.9071497012006,3.56742584177897e-32,7.87058911211494e-30,62.7172199073644,"Downregulated"
"201432_at",-1.37352734170936,11.4986419791402,-16.9045435190462,3.61107632624122e-32,7.88878566447383e-30,62.7051441587448,"Downregulated"
"213169_at",-1.42605157942611,8.16403252629907,-16.8129158937514,5.54072105722684e-32,1.19867851765229e-29,62.2800335878041,"Downregulated"
"43427_at",-0.885983733039057,7.25933807928037,-16.6942934636485,9.65950352914536e-32,2.06964151096102e-29,61.7280818932892,"Not Significant"
"201577_at",1.74771340239162,9.70462189485981,16.6607929970948,1.1304854702864e-31,2.39910549851351e-29,61.5718779342191,"Upregulated"
"221133_s_at",-2.26607584261084,7.90805096834579,-16.6469700103401,1.20633799509655e-31,2.53592731554117e-29,61.5073831688022,"Downregulated"
"209904_at",-2.89797732587157,6.99578145203738,-16.6377581218015,1.25970965343946e-31,2.62337478575622e-29,61.4643891449872,"Downregulated"
"203562_at",-1.45249988599296,8.84849364971028,-16.6181945892386,1.38106757411879e-31,2.84034635884296e-29,61.3730456715465,"Downregulated"
"215918_s_at",-1.16984041074771,7.68052047888785,-16.6169170355421,1.38938990761514e-31,2.84034635884296e-29,61.3670789872518,"Downregulated"
"208983_s_at",-1.49895363676214,9.48991259064486,-16.6114048156705,1.42588020045805e-31,2.88844440970969e-29,61.3413323391749,"Downregulated"
"209283_at",-1.26419375881949,8.24599178718692,-16.5345050628979,2.04798059635519e-31,4.11127492149393e-29,60.9817426515725,"Downregulated"
"205247_at",-0.992710972269177,7.56432932772897,-16.5127316776963,2.26937331860436e-31,4.51503979093401e-29,60.8797916646421,"Not Significant"
"212111_at",-0.885275126334271,8.56551924719626,-16.4979356372636,2.43340794678908e-31,4.79855126356647e-29,60.8104767468779,"Not Significant"
"213317_at",-3.08355136849366,9.29604899481308,-16.4630613850766,2.86879933395082e-31,5.60749610161633e-29,60.6469914303088,"Downregulated"
"212822_at",-1.26917229841203,9.23101410459813,-16.4597264580591,2.91433560976317e-31,5.64696872976981e-29,60.631349690451,"Downregulated"
"204975_at",-2.02715987073821,10.6101688395234,-16.4507686182562,3.04028025009943e-31,5.84022110456601e-29,60.5893279237586,"Downregulated"
"218950_at",-0.940696446050316,8.54603120700935,-16.4355833931374,3.26641260717762e-31,6.22098052356743e-29,60.5180698368355,"Not Significant"
"203571_s_at",-2.70546276318719,8.55214836058878,-16.4311400075578,3.33572667026875e-31,6.29915232149139e-29,60.497213298271,"Downregulated"
"217437_s_at",-1.43346001785749,7.08924661246729,-16.3674286038153,4.50885890842422e-31,8.442933029951e-29,60.1978867636919,"Downregulated"
"201348_at",-2.11088226987403,11.7950269641308,-16.3636077505285,4.59116014270747e-31,8.52540178832922e-29,60.1799194180624,"Downregulated"
"221748_s_at",-1.65817753771956,11.2853584867196,-16.2935887770014,6.39769425505501e-31,1.17818033954868e-28,59.8503319099674,"Downregulated"
"202747_s_at",-1.27762184799507,9.6677389278972,-16.2433387511214,8.12087248150445e-31,1.48325738938823e-28,59.6134171132859,"Downregulated"
"209840_s_at",-1.75553804688142,7.5965004105514,-16.197524772337,1.00961700016576e-30,1.82904842395884e-28,59.3971393263219,"Downregulated"
"219059_s_at",-1.23065680179521,8.61262485098131,-16.1686563204431,1.15823148103201e-30,2.08136065256744e-28,59.2607218203259,"Downregulated"
"219866_at",-2.34282370976882,9.05992671952336,-16.1057643774644,1.56270737879062e-30,2.7857446817273e-28,58.9631636843043,"Downregulated"
"206658_at",-2.70631248795918,7.11419045364486,-16.0477186634002,2.06122192359902e-30,3.64525461298072e-28,58.6880935004505,"Downregulated"
"213900_at",-1.31001294184659,8.16313376297196,-16.0389677593903,2.14915992817366e-30,3.7708449353932e-28,58.6465875948242,"Downregulated"
"204153_s_at",-0.906926000641449,8.57893403423365,-16.0182665632343,2.37250198633387e-30,4.13019232511544e-28,58.5483627703673,"Not Significant"
"200700_s_at",1.42227021201337,10.5777351008505,15.9777801010435,2.87904715712339e-30,4.97316339551787e-28,58.3561041146284,"Upregulated"
"214091_s_at",-2.16680330984588,11.0883378167477,-15.9564191178634,3.18878642894695e-30,5.46582523047884e-28,58.2545843358428,"Downregulated"
"209612_s_at",-3.34690475788705,9.44276786326168,-15.9488713259625,3.30606600812341e-30,5.62359304267282e-28,58.2186992282684,"Downregulated"
"218346_s_at",-1.19538618881703,9.23129952292523,-15.9456783725695,3.35697528849421e-30,5.66693032981186e-28,58.203516558657,"Downregulated"
"212071_s_at",-1.31508742583251,11.4235617991215,-15.9010851382767,4.15616727777742e-30,6.93821253324547e-28,57.99134037921,"Downregulated"
"209493_at",-2.25984359943209,7.71080879957944,-15.8993005337015,4.1918606872324e-30,6.93821253324547e-28,57.9828440099454,"Downregulated"
"212713_at",-2.11139929385221,9.1814529222243,-15.898723498221,4.20346762997863e-30,6.93821253324547e-28,57.9800967021974,"Downregulated"
"205326_at",-1.89775508273364,9.41386021904673,-15.8950440332922,4.27824297925812e-30,7.00971237550065e-28,57.962577527702,"Downregulated"
"221132_at",-2.13926588768613,7.68423578979439,-15.8883812930265,4.41706554060871e-30,7.18434098112292e-28,57.9308496820664,"Downregulated"
"203323_at",-2.46410380477234,9.52283907152336,-15.8174316108289,6.20813456949452e-30,1.00243378704381e-27,57.5926461678758,"Downregulated"
"217871_s_at",1.36643397130612,11.5221092136075,15.8073860094436,6.51498278891644e-30,1.04441267255701e-27,57.5447101811214,"Upregulated"
"219371_s_at",-1.92435652858867,9.83722269623365,-15.7791452556226,7.46180374623981e-30,1.18765266341044e-27,57.4098828244179,"Downregulated"
"63305_at",-0.91105195096235,8.07103243353271,-15.7288781153128,9.50258775685027e-30,1.50174583677939e-27,57.169652460031,"Not Significant"
"205303_at",-0.916433431461294,8.39725237966355,-15.6975481573437,1.10497284523682e-29,1.7339514021417e-27,57.0197662632233,"Not Significant"
"219230_at",-3.57031273310556,8.5036511825514,-15.6890020856729,1.15141031098843e-29,1.79418713005281e-27,56.9788598187838,"Downregulated"
"207761_s_at",-1.68517177466397,10.1482733731308,-15.667603750058,1.27647605127187e-29,1.97525804517299e-27,56.8763954915413,"Downregulated"
"205507_at",-0.926003833981702,7.81265715185981,-15.6547374138803,1.35816034543704e-29,2.08716461912921e-27,56.8147588396777,"Not Significant"
"203813_s_at",-0.994064270900773,7.32582437694393,-15.6287281687274,1.53969081223125e-29,2.34992673759924e-27,56.6900983636703,"Not Significant"
"212730_at",-1.18989900223997,8.37154485457944,-15.608966798998,1.69376117564038e-29,2.55219313270987e-27,56.5953278926745,"Downregulated"
"208634_s_at",-1.29331100574701,11.2847193723645,-15.6085492924074,1.69717827743563e-29,2.55219313270987e-27,56.5933251202669,"Downregulated"
"205632_s_at",-1.7637718684444,8.12897816673832,-15.6074051642004,1.70657800463928e-29,2.55219313270987e-27,56.5878366458939,"Downregulated"
"209543_s_at",-1.04981730078747,8.92288493412149,-15.5699362059895,2.04511785272672e-29,3.03809074082064e-27,56.4080062557161,"Downregulated"
"219821_s_at",-0.99948883895672,8.74901092157009,-15.5469286237811,2.28567219972939e-29,3.37295586930927e-27,56.2974972020418,"Not Significant"
"213541_s_at",-1.70588698984764,7.67247334308411,-15.4852255479866,3.08086706118071e-29,4.51651057396644e-27,56.0008077946166,"Downregulated"
"205726_at",-1.00703754507354,8.42684281209346,-15.4504471594511,3.64621188082953e-29,5.31036204840029e-27,55.8333766188109,"Downregulated"
"64064_at",-0.976216849109428,10.0740688234673,-15.4141205992789,4.34845933847446e-29,6.29199476878094e-27,55.6583349020233,"Not Significant"
"203835_at",-1.14200895084236,9.71377092018692,-15.4040695958966,4.56575021974017e-29,6.56378142880453e-27,55.6098751969845,"Downregulated"
"206953_s_at",-1.92297734682196,8.03147379292523,-15.3893006127486,4.90499839925569e-29,7.00628713657785e-27,55.5386460597729,"Downregulated"
"219315_s_at",-1.56459095403237,8.94841990049533,-15.3709723877867,5.36145590784574e-29,7.60951095506539e-27,55.4502142963753,"Downregulated"
"213069_at",-1.51967840385573,9.57599966545794,-15.3074515227872,7.30041205937985e-29,1.02958912607064e-26,55.1434179505971,"Downregulated"
"200650_s_at",0.903992569539057,12.3147859879439,15.2720862152038,8.67118839608315e-29,1.21522069830139e-26,54.9723975059802,"Not Significant"
"37384_at",-0.661419617092892,9.33939575785047,-15.2569957926849,9.33224709857748e-29,1.29969038811001e-26,54.8993769750045,"Not Significant"
"203549_s_at",-2.38925756755981,9.99902350848598,-15.2294768250305,1.06709569687452e-28,1.47690021201583e-26,54.7661458335252,"Downregulated"
"209613_s_at",-3.67846726540922,8.47307994503738,-15.2245826460257,1.09285169830081e-28,1.50321076501463e-26,54.7424414765041,"Downregulated"
"219167_at",-1.27334008654715,7.79610676092523,-15.1738332476565,1.3997101998912e-28,1.91348112786354e-26,54.496473563442,"Downregulated"
"204570_at",-1.44603863017593,8.16917957741122,-15.165682372453,1.4565062990285e-28,1.97898352812512e-26,54.456939826382,"Downregulated"
"213715_s_at",-1.08951467157389,7.44546891586916,-15.1581849164004,1.51079250372567e-28,2.04030238548601e-26,54.4205683138792,"Downregulated"
"205846_at",-1.47618589861787,7.79646357637383,-15.1289541357753,1.74258200775617e-28,2.33915390836329e-26,54.278700366499,"Downregulated"
"201809_s_at",-1.37575250640746,9.16812621748598,-15.1148565903038,1.86683059909206e-28,2.49016721766103e-26,54.2102432299347,"Downregulated"
"203088_at",-1.51893968221428,9.37405465176636,-15.1136977584011,1.87743164101357e-28,2.49016721766103e-26,54.204614932801,"Downregulated"
"209763_at",-2.00150917850633,7.76004999613084,-15.0710082898221,2.31316019456029e-28,3.04994962221224e-26,53.9971662298027,"Downregulated"
"205382_s_at",-2.15852323256017,9.29803302165421,-15.0651933016876,2.37990568461175e-28,3.11949637471786e-26,53.9688916249732,"Downregulated"
"213844_at",-1.40245705602885,8.98972077458878,-15.0296834097742,2.83164297842283e-28,3.68991230925123e-26,53.7961424094339,"Downregulated"
"204365_s_at",-0.666339853057353,8.26645875338318,-15.0090310621866,3.13304063232373e-28,4.05892700058545e-26,53.695603726024,"Not Significant"
"202005_at",0.974552502690357,8.91859570681308,15.0031160718146,3.22515954422693e-28,4.1541173482086e-26,53.6667993789359,"Not Significant"
"218805_at",-0.98925462780014,9.803458747,-14.9849528512784,3.5253946183981e-28,4.51473380929683e-26,53.5783237300537,"Not Significant"
"211726_s_at",-2.46807456403941,10.293901048729,-14.9563359663596,4.05645457449651e-28,5.16514155905747e-26,53.4388477620649,"Downregulated"
"212636_at",-1.90306992045953,8.37949053909346,-14.9243066237028,4.74680520400956e-28,6.00983297505369e-26,53.2826253688499,"Downregulated"
"202746_at",-1.83541811605735,8.35273657004673,-14.9133326830883,5.00955206283452e-28,6.30665811390631e-26,53.2290724726422,"Downregulated"
"212975_at",-1.0489771428874,8.64309576457009,-14.8767811636897,5.99479072058297e-28,7.50460233858148e-26,53.0505989049998,"Downregulated"
"213417_at",-1.64800139493701,8.08226744546729,-14.820544262774,7.90451350117853e-28,9.8400153266347e-26,52.7757003129393,"Downregulated"
"213058_at",-0.88989396664356,8.56572406507477,-14.8151714222373,8.11629536970376e-28,1.00475227623949e-25,52.7494173442075,"Not Significant"
"219165_at",-1.47907048254222,8.77131415686916,-14.7908577927679,9.14825765523282e-28,1.12624654879311e-25,52.6304374218326,"Downregulated"
"203887_s_at",-1.88173908916784,9.2555075846729,-14.7871949310729,9.31476385451555e-28,1.14044441192401e-25,52.6125070702161,"Downregulated"
"206499_s_at",1.01044086179803,7.99945745918692,14.7857171754206,9.38279858795594e-28,1.14249672642307e-25,52.6052727551268,"Upregulated"
"201013_s_at",1.66910409621463,9.26509329483178,14.7021564947393,1.41652657187503e-27,1.71545986962453e-25,52.1957916326547,"Upregulated"
"220003_at",-1.17182481039761,8.20773164763551,-14.6947883250712,1.46897927173687e-27,1.76936568173583e-25,52.1596458858313,"Downregulated"
"209529_at",1.87245344223892,7.47715359665421,14.6738020607745,1.62932120287184e-27,1.95194432062329e-25,52.0566600845517,"Upregulated"
"205405_at",-1.14992366260274,8.22218681371963,-14.6335578191899,1.98767160416184e-27,2.36851798692718e-25,51.859027987982,"Downregulated"
"203744_at",2.21619725443737,9.24300718960748,14.6192420488003,2.13341941907195e-27,2.52866941038193e-25,51.788681048374,"Upregulated"
"204955_at",-1.86618505721569,8.45718019171028,-14.6124024942811,2.20679635335015e-27,2.60180122442865e-25,51.7550635525439,"Downregulated"
"222217_s_at",-1.12416471356193,8.84251575448598,-14.5709223236393,2.70943385796807e-27,3.17759550826855e-25,51.5510673746493,"Downregulated"
"209710_at",-1.35310338959641,7.56804403939252,-14.5685412836633,2.74155247874268e-27,3.19843004627346e-25,51.5393516500693,"Downregulated"
"217771_at",1.83141413145848,8.19691660485981,14.5491439401934,3.01787485789392e-27,3.50246382596095e-25,51.4438844515822,"Upregulated"
"43511_s_at",-1.00737031062878,8.89091171474766,-14.5262342290163,3.38050273964222e-27,3.90299184183666e-25,51.3310754430121,"Downregulated"
"213381_at",-0.734145690420479,6.51857325100935,-14.5218509869603,3.45471970082962e-27,3.96811954090652e-25,51.3094852619852,"Not Significant"
"204154_at",-1.31512775022378,6.7545974876729,-14.5098194477461,3.66696011346812e-27,4.19030113889282e-25,51.2502112824512,"Downregulated"
"202908_at",-1.25204716892153,9.31616475613084,-14.4954586794458,3.93750934863761e-27,4.47650616406592e-25,51.179440768075,"Downregulated"
"205003_at",-1.85193360421428,8.75478689448598,-14.473589011664,4.38855196540228e-27,4.96396464188117e-25,51.0716212431958,"Downregulated"
"209539_at",-1.03075880443068,9.15477447921495,-14.471480171487,4.43469936314433e-27,4.99082858125986e-25,51.0612216058406,"Downregulated"
